funding_sk,funding_id,donor_sk,program_sk,location_sk,time_sk,pledged_amount_usd,received_amount_usd,utilised_amount_usd,balance_usd,utilisation_rate_pct,funding_type,grant_code,reporting_deadline,compliance_status,budget_code,fiscal_year,currency,exchange_rate
692,FND-00692,9,7,4,254,1426296.99,972921.19,547186.16,425735.03,56.2,Grant,GRT-86816,2023-05-17,Compliant,BC-365,2022,USD,1.0
693,FND-00693,5,10,14,807,1711084.7,1418456.06,1395646.6,22809.46,98.4,Pooled,GRT-11549,2024-10-23,Compliant,BC-752,2023,USD,1.0
694,FND-00694,10,10,13,661,867351.24,308255.16,233770.23,74484.93,75.8,Loan,GRT-27657,2024-05-07,Compliant,BC-348,2023,USD,1.0
695,FND-00695,4,2,5,576,1972327.96,947773.24,738915.11,208858.13,78.0,Loan,GRT-37861,2024-01-10,Compliant,BC-186,2023,USD,1.0
696,FND-00696,4,8,14,443,289677.75,171725.82,168162.39,3563.43,97.9,In-Kind,GRT-35996,2023-09-21,Compliant,BC-971,2022,USD,1.0
697,FND-00697,1,2,4,440,204324.92,163805.56,104069.2,59736.36,63.5,In-Kind,GRT-69811,2024-02-28,Compliant,BC-884,2022,USD,1.0
698,FND-00698,3,7,1,282,773131.14,647089.28,592278.76,54810.52,91.5,Loan,GRT-14600,2023-02-25,Compliant,BC-339,2022,USD,1.0
699,FND-00699,10,9,14,1085,649265.13,405987.6,214682.56,191305.04,52.9,Pooled,GRT-68238,2025-07-26,Compliant,BC-918,2024,USD,1.0
700,FND-00700,5,4,11,996,1522621.26,1178001.36,674518.14,503483.22,57.3,In-Kind,GRT-16271,2025-04-28,At Risk,BC-346,2024,USD,1.0
701,FND-00701,2,4,14,186,1710625.16,1577365.23,1134062.99,443302.24,71.9,Loan,GRT-63263,2023-03-16,Compliant,BC-416,2022,USD,1.0
702,FND-00702,3,10,11,496,1927533.7,935361.81,691585.85,243775.96,73.9,Loan,GRT-18728,2024-04-29,Compliant,BC-386,2022,USD,1.0
703,FND-00703,5,6,9,514,561140.64,478881.62,248089.38,230792.24,51.8,In-Kind,GRT-38057,2024-02-26,Compliant,BC-386,2022,USD,1.0
704,FND-00704,10,10,3,891,1858859.46,1589258.47,1202349.54,386908.93,75.7,In-Kind,GRT-50211,2025-02-15,Compliant,BC-394,2023,USD,1.0
705,FND-00705,1,1,7,713,1720678.9,651531.39,474443.44,177087.95,72.8,In-Kind,GRT-59121,2024-11-28,Compliant,BC-789,2023,USD,1.0
706,FND-00706,3,3,3,889,119706.87,87439.98,45127.09,42312.89,51.6,Grant,GRT-47229,2025-04-26,Compliant,BC-259,2023,USD,1.0
707,FND-00707,7,2,9,213,1774100.93,914126.79,667451.25,246675.54,73.0,Pooled,GRT-90250,2023-03-05,Compliant,BC-320,2022,USD,1.0
708,FND-00708,1,8,6,148,243483.87,133005.94,124526.7,8479.24,93.6,Pooled,GRT-85883,2022-12-03,Compliant,BC-567,2021,USD,1.0
709,FND-00709,7,6,9,245,1890111.23,1759980.73,988448.87,771531.86,56.2,Pooled,GRT-55296,2023-03-20,Compliant,BC-751,2022,USD,1.0
710,FND-00710,10,3,11,878,251743.71,245244.36,200000.85,45243.51,81.6,In-Kind,GRT-99424,2025-01-15,Compliant,BC-271,2023,USD,1.0
711,FND-00711,6,5,15,1070,1925078.26,1825395.58,1562779.73,262615.85,85.6,Pooled,GRT-30434,2025-04-27,Compliant,BC-153,2024,USD,1.0
712,FND-00712,5,8,9,365,1188675.47,658014.25,449584.69,208429.56,68.3,In-Kind,GRT-16560,2023-04-15,Compliant,BC-284,2022,USD,1.0
713,FND-00713,8,9,6,483,1789448.41,883568.32,490508.62,393059.7,55.5,Pooled,GRT-73194,2024-02-18,Compliant,BC-772,2022,USD,1.0
714,FND-00714,7,3,6,558,310512.39,212702.87,113401.25,99301.62,53.3,Grant,GRT-18154,2024-02-17,Compliant,BC-320,2023,USD,1.0
715,FND-00715,1,5,15,576,419999.43,419420.4,240035.76,179384.64,57.2,Grant,GRT-28931,2024-03-28,At Risk,BC-873,2023,USD,1.0
716,FND-00716,3,3,5,715,167257.19,151822.29,144860.3,6961.99,95.4,Grant,GRT-22359,2024-03-17,Compliant,BC-985,2023,USD,1.0
717,FND-00717,10,7,10,361,777760.83,595723.13,391638.77,204084.36,65.7,Grant,GRT-73460,2023-08-22,Compliant,BC-619,2022,USD,1.0
718,FND-00718,6,10,15,914,698600.54,646033.31,338004.46,308028.85,52.3,Loan,GRT-77904,2025-06-24,Compliant,BC-564,2024,USD,1.0
719,FND-00719,9,5,15,53,779818.95,651798.47,568297.38,83501.09,87.2,In-Kind,GRT-67246,2022-12-16,Compliant,BC-761,2021,USD,1.0
720,FND-00720,7,1,6,553,870845.65,660907.22,548983.04,111924.18,83.1,In-Kind,GRT-31437,2023-10-18,Compliant,BC-146,2023,USD,1.0
721,FND-00721,9,5,4,644,612105.76,588263.77,386179.06,202084.71,65.6,Grant,GRT-32441,2024-01-27,Compliant,BC-770,2023,USD,1.0
722,FND-00722,3,10,12,595,1391934.79,478309.64,437531.9,40777.74,91.5,Pooled,GRT-85375,2023-11-16,Compliant,BC-147,2023,USD,1.0
723,FND-00723,8,6,15,151,1919289.22,1210891.6,1180628.72,30262.88,97.5,Loan,GRT-62020,2023-05-10,Compliant,BC-981,2021,USD,1.0
724,FND-00724,10,4,10,588,1522850.55,745365.87,581876.97,163488.9,78.1,Loan,GRT-46911,2024-02-26,Compliant,BC-665,2023,USD,1.0
725,FND-00725,5,3,4,252,1531791.93,710282.51,370034.53,340247.98,52.1,Grant,GRT-19848,2023-05-31,At Risk,BC-430,2022,USD,1.0
726,FND-00726,5,10,2,306,201158.51,97998.0,88666.65,9331.35,90.5,Grant,GRT-85407,2023-07-29,At Risk,BC-329,2022,USD,1.0
727,FND-00727,2,10,14,232,1398352.25,516955.05,447848.18,69106.87,86.6,Grant,GRT-67568,2023-05-29,Compliant,BC-902,2022,USD,1.0
728,FND-00728,2,5,2,948,1126999.19,707844.89,427613.99,280230.9,60.4,Grant,GRT-27290,2025-02-24,At Risk,BC-465,2024,USD,1.0
729,FND-00729,9,9,6,63,1875926.76,690464.94,392506.06,297958.88,56.8,Pooled,GRT-31876,2022-10-22,Compliant,BC-248,2021,USD,1.0
730,FND-00730,1,7,7,338,1081659.24,415397.48,323196.2,92201.28,77.8,Loan,GRT-20773,2023-08-22,Compliant,BC-312,2022,USD,1.0
731,FND-00731,3,10,6,761,1831029.02,659843.78,489618.08,170225.7,74.2,Grant,GRT-58649,2024-05-30,Compliant,BC-209,2023,USD,1.0
732,FND-00732,8,7,14,40,1333170.19,827251.84,704785.89,122465.95,85.2,Loan,GRT-42447,2022-06-19,At Risk,BC-300,2021,USD,1.0
733,FND-00733,9,9,3,741,1598201.06,717855.74,424634.79,293220.95,59.2,Grant,GRT-91769,2024-09-22,Compliant,BC-116,2023,USD,1.0
734,FND-00734,1,8,2,11,459382.59,426745.3,301396.39,125348.91,70.6,Pooled,GRT-99238,2022-05-29,Compliant,BC-371,2021,USD,1.0
735,FND-00735,5,6,9,91,1374443.26,467153.67,405800.32,61353.35,86.9,In-Kind,GRT-58502,2022-12-06,Compliant,BC-756,2021,USD,1.0
736,FND-00736,9,5,1,272,725903.04,335570.89,285790.89,49780.0,85.2,Grant,GRT-31948,2023-04-08,Compliant,BC-710,2022,USD,1.0
737,FND-00737,1,5,5,580,1818335.13,748223.41,607699.1,140524.31,81.2,Pooled,GRT-37586,2024-06-15,Compliant,BC-719,2023,USD,1.0
738,FND-00738,9,3,5,719,1873678.28,828852.91,473425.01,355427.9,57.1,In-Kind,GRT-91322,2024-06-03,Compliant,BC-104,2023,USD,1.0
739,FND-00739,2,6,12,510,774256.09,576092.35,319785.39,256306.96,55.5,In-Kind,GRT-30088,2024-05-03,Compliant,BC-934,2022,USD,1.0
740,FND-00740,3,8,7,79,1299466.8,1180743.96,1092452.02,88291.94,92.5,In-Kind,GRT-12203,2022-07-05,Compliant,BC-526,2021,USD,1.0
741,FND-00741,10,8,12,1038,502502.3,462632.79,333906.55,128726.24,72.2,In-Kind,GRT-29704,2025-03-13,Compliant,BC-622,2024,USD,1.0
742,FND-00742,9,4,8,281,353790.21,229094.43,130468.81,98625.62,56.9,In-Kind,GRT-68133,2023-06-02,Compliant,BC-351,2022,USD,1.0
743,FND-00743,7,3,9,430,1824247.4,1715618.51,1216722.9,498895.61,70.9,Pooled,GRT-44327,2023-10-25,Compliant,BC-936,2022,USD,1.0
744,FND-00744,6,5,5,133,1090517.28,654393.37,479799.11,174594.26,73.3,In-Kind,GRT-35022,2023-04-02,Compliant,BC-620,2021,USD,1.0
745,FND-00745,1,8,6,636,500921.55,181838.84,107061.16,74777.68,58.9,Loan,GRT-52847,2024-07-01,Compliant,BC-436,2023,USD,1.0
746,FND-00746,10,3,7,611,71052.4,40879.92,29525.57,11354.35,72.2,Loan,GRT-82197,2024-07-01,Compliant,BC-730,2023,USD,1.0
747,FND-00747,9,1,1,904,1894777.78,736988.65,386266.72,350721.93,52.4,Pooled,GRT-71509,2025-04-13,Compliant,BC-337,2023,USD,1.0
748,FND-00748,7,4,6,673,1217631.07,1041526.29,921767.71,119758.58,88.5,Grant,GRT-33258,2024-02-21,Compliant,BC-169,2023,USD,1.0
749,FND-00749,6,5,14,210,1191857.93,881742.12,573640.53,308101.59,65.1,Grant,GRT-43058,2023-07-10,Compliant,BC-384,2022,USD,1.0
750,FND-00750,3,10,6,490,1359193.74,808732.75,803308.72,5424.03,99.3,Loan,GRT-50213,2024-03-04,Compliant,BC-960,2022,USD,1.0
751,FND-00751,7,3,13,967,1146950.98,518341.3,433539.44,84801.86,83.6,Pooled,GRT-67165,2025-04-06,Non-Compliant,BC-650,2024,USD,1.0
752,FND-00752,10,4,11,678,1821628.07,700107.26,694311.53,5795.73,99.2,Pooled,GRT-71913,2024-09-26,At Risk,BC-553,2023,USD,1.0
753,FND-00753,3,8,4,474,983347.72,471707.58,262698.55,209009.03,55.7,In-Kind,GRT-46982,2023-12-26,Compliant,BC-456,2022,USD,1.0
754,FND-00754,6,2,11,548,735813.27,295134.64,271491.94,23642.7,92.0,In-Kind,GRT-13079,2023-12-19,Compliant,BC-722,2023,USD,1.0
755,FND-00755,5,10,2,748,1144438.03,726452.92,385473.12,340979.8,53.1,Grant,GRT-87518,2024-05-06,Compliant,BC-212,2023,USD,1.0
756,FND-00756,7,8,6,587,1789653.82,1169881.3,648695.08,521186.22,55.4,Loan,GRT-86134,2024-06-12,Compliant,BC-803,2023,USD,1.0
757,FND-00757,9,4,13,536,744398.63,372260.96,350393.53,21867.43,94.1,Grant,GRT-49723,2024-03-12,Compliant,BC-979,2022,USD,1.0
758,FND-00758,9,4,15,912,303892.16,107799.99,87374.04,20425.95,81.1,Grant,GRT-97658,2024-10-30,Compliant,BC-809,2023,USD,1.0
759,FND-00759,3,8,5,236,1774488.96,547103.32,493855.46,53247.86,90.3,Pooled,GRT-69145,2023-04-17,At Risk,BC-540,2022,USD,1.0
760,FND-00760,4,4,10,591,1554425.63,565399.44,285561.14,279838.3,50.5,Pooled,GRT-78609,2024-06-05,Compliant,BC-115,2023,USD,1.0
761,FND-00761,4,4,9,748,486954.09,226623.9,213212.98,13410.92,94.1,In-Kind,GRT-88300,2025-01-01,Compliant,BC-828,2023,USD,1.0
762,FND-00762,7,4,13,842,1114066.91,338641.67,225565.17,113076.5,66.6,Loan,GRT-17352,2025-03-25,Compliant,BC-639,2023,USD,1.0
763,FND-00763,4,7,4,396,1778635.09,1749061.89,952471.9,796589.99,54.5,Pooled,GRT-38649,2023-08-01,At Risk,BC-673,2022,USD,1.0
764,FND-00764,1,9,12,1087,1365074.44,974248.92,577985.59,396263.33,59.3,Pooled,GRT-46978,2025-04-09,Compliant,BC-797,2024,USD,1.0
765,FND-00765,4,4,3,353,563135.01,451334.09,378518.72,72815.37,83.9,Loan,GRT-52138,2023-04-05,Compliant,BC-960,2022,USD,1.0
766,FND-00766,7,5,10,1073,754203.65,445807.21,273632.49,172174.72,61.4,Grant,GRT-77910,2025-08-16,At Risk,BC-961,2024,USD,1.0
767,FND-00767,9,4,8,463,182057.83,117837.68,67989.15,49848.53,57.7,In-Kind,GRT-10376,2024-02-29,Compliant,BC-510,2022,USD,1.0
768,FND-00768,8,5,3,985,914131.19,641336.44,356020.54,285315.9,55.5,Loan,GRT-14132,2025-05-17,Non-Compliant,BC-500,2024,USD,1.0
769,FND-00769,2,3,14,961,39761.6,30443.26,25186.92,5256.34,82.7,Grant,GRT-81279,2025-01-19,Compliant,BC-584,2024,USD,1.0
770,FND-00770,6,7,6,775,1166652.66,453879.33,285575.0,168304.33,62.9,Grant,GRT-37190,2024-11-22,At Risk,BC-483,2023,USD,1.0
771,FND-00771,9,3,4,1035,1432745.69,462332.99,406777.83,55555.16,88.0,Pooled,GRT-17077,2025-10-05,Non-Compliant,BC-324,2024,USD,1.0
772,FND-00772,2,6,6,261,1352339.84,723588.37,605316.93,118271.44,83.7,Grant,GRT-35453,2022-12-29,Compliant,BC-505,2022,USD,1.0
773,FND-00773,1,8,11,300,1642266.72,1307918.36,680506.15,627412.21,52.0,Grant,GRT-32525,2023-06-30,Compliant,BC-770,2022,USD,1.0
774,FND-00774,7,2,2,457,195370.35,132606.66,88586.73,44019.93,66.8,In-Kind,GRT-45057,2023-08-26,Compliant,BC-512,2022,USD,1.0
775,FND-00775,8,10,14,260,1298990.67,632659.34,629147.85,3511.49,99.4,Loan,GRT-88108,2023-07-26,Compliant,BC-592,2022,USD,1.0
776,FND-00776,7,2,8,413,1982075.48,646370.92,540505.54,105865.38,83.6,Loan,GRT-53527,2023-05-23,Compliant,BC-706,2022,USD,1.0
777,FND-00777,10,3,15,197,848161.06,746133.12,507343.86,238789.26,68.0,In-Kind,GRT-29692,2022-12-25,Compliant,BC-190,2022,USD,1.0
778,FND-00778,7,3,15,399,54644.79,39934.4,38600.84,1333.56,96.7,Loan,GRT-92587,2023-08-17,Compliant,BC-182,2022,USD,1.0
779,FND-00779,6,1,8,786,990475.42,407202.07,289121.42,118080.65,71.0,Grant,GRT-29780,2024-06-07,Compliant,BC-177,2023,USD,1.0
780,FND-00780,5,10,7,1060,333094.44,285135.8,245513.87,39621.93,86.1,In-Kind,GRT-44471,2025-07-14,Compliant,BC-891,2024,USD,1.0
781,FND-00781,4,10,8,112,222967.26,142031.69,94754.38,47277.31,66.7,Grant,GRT-13993,2023-02-04,Compliant,BC-366,2021,USD,1.0
782,FND-00782,3,4,11,906,1435865.98,1379451.11,1162202.49,217248.62,84.3,Grant,GRT-86056,2025-04-13,Compliant,BC-802,2023,USD,1.0
783,FND-00783,9,3,5,869,1282836.59,467524.35,258371.1,209153.25,55.3,Loan,GRT-22662,2024-09-10,Compliant,BC-504,2023,USD,1.0
784,FND-00784,5,10,4,974,214424.13,165656.92,143473.34,22183.58,86.6,Pooled,GRT-18850,2025-08-30,Compliant,BC-162,2024,USD,1.0
785,FND-00785,1,8,11,421,56758.16,22170.73,20583.74,1586.99,92.8,Loan,GRT-13489,2023-12-29,Compliant,BC-922,2022,USD,1.0
786,FND-00786,2,2,9,793,66738.27,43724.89,30866.42,12858.47,70.6,Pooled,GRT-52068,2024-07-13,Compliant,BC-188,2023,USD,1.0
787,FND-00787,1,3,8,69,1318980.0,656291.49,507817.97,148473.52,77.4,Pooled,GRT-95898,2022-11-21,Compliant,BC-283,2021,USD,1.0
788,FND-00788,3,10,2,311,759573.97,373505.7,285474.96,88030.74,76.4,In-Kind,GRT-55879,2023-09-01,Compliant,BC-517,2022,USD,1.0
789,FND-00789,9,8,1,750,551334.91,317881.0,198858.53,119022.47,62.6,Pooled,GRT-60595,2024-05-22,Compliant,BC-604,2023,USD,1.0
790,FND-00790,10,8,1,502,1278156.26,1145691.76,792745.91,352945.85,69.2,In-Kind,GRT-86667,2023-08-22,Compliant,BC-722,2022,USD,1.0
791,FND-00791,7,3,13,210,1166256.15,760058.79,599880.64,160178.15,78.9,Grant,GRT-25158,2022-11-01,At Risk,BC-414,2022,USD,1.0
792,FND-00792,9,4,9,803,131736.25,67942.88,51548.52,16394.36,75.9,Loan,GRT-48067,2024-09-27,Compliant,BC-733,2023,USD,1.0
793,FND-00793,9,5,2,937,1326055.37,480174.02,310764.27,169409.75,64.7,In-Kind,GRT-20561,2024-11-27,Non-Compliant,BC-517,2024,USD,1.0
794,FND-00794,10,7,9,586,837094.93,438386.26,417269.91,21116.35,95.2,In-Kind,GRT-85965,2024-06-29,Non-Compliant,BC-880,2023,USD,1.0
795,FND-00795,7,7,7,953,150796.62,60456.95,54312.17,6144.78,89.8,Loan,GRT-36397,2025-08-10,At Risk,BC-522,2024,USD,1.0
796,FND-00796,3,5,14,189,400420.2,399853.71,339994.26,59859.45,85.0,Grant,GRT-28739,2022-10-26,Compliant,BC-116,2022,USD,1.0
797,FND-00797,5,1,4,770,1640779.53,1608195.5,880482.21,727713.29,54.7,Pooled,GRT-38533,2024-07-20,Compliant,BC-462,2023,USD,1.0
798,FND-00798,8,1,1,946,1623575.62,1029724.0,784019.15,245704.85,76.1,In-Kind,GRT-95102,2025-05-30,Compliant,BC-888,2024,USD,1.0
799,FND-00799,1,6,7,347,505464.91,185236.17,127992.08,57244.09,69.1,Pooled,GRT-20716,2023-08-06,Compliant,BC-371,2022,USD,1.0
800,FND-00800,4,6,5,502,1314528.85,1190700.45,1090833.29,99867.16,91.6,Pooled,GRT-34813,2024-03-20,At Risk,BC-697,2022,USD,1.0
801,FND-00801,7,4,12,824,1095192.83,905732.83,617664.96,288067.87,68.2,Pooled,GRT-76848,2024-07-07,At Risk,BC-376,2023,USD,1.0
802,FND-00802,1,2,11,137,822639.47,762978.21,418017.55,344960.66,54.8,In-Kind,GRT-75119,2022-08-29,Compliant,BC-307,2021,USD,1.0
803,FND-00803,7,7,10,157,783334.89,244925.63,200180.75,44744.88,81.7,In-Kind,GRT-28973,2022-11-26,Compliant,BC-173,2021,USD,1.0
804,FND-00804,2,9,4,197,1942649.92,1615679.19,1105221.59,510457.6,68.4,Loan,GRT-40861,2023-01-29,Compliant,BC-921,2022,USD,1.0
805,FND-00805,5,10,2,1022,334040.74,166841.3,90395.12,76446.18,54.2,Pooled,GRT-56881,2025-07-19,Compliant,BC-923,2024,USD,1.0
806,FND-00806,8,9,12,1085,428424.71,283228.9,187984.08,95244.82,66.4,Loan,GRT-86168,2025-11-29,Compliant,BC-648,2024,USD,1.0
807,FND-00807,8,4,3,454,1294946.0,876358.62,480966.41,395392.21,54.9,Pooled,GRT-88231,2023-08-02,Compliant,BC-909,2022,USD,1.0
808,FND-00808,2,5,9,350,1751168.72,971295.42,534609.64,436685.78,55.0,In-Kind,GRT-79735,2023-11-26,Compliant,BC-109,2022,USD,1.0
809,FND-00809,7,7,6,756,754520.89,411171.18,323150.25,88020.93,78.6,Pooled,GRT-77469,2024-06-05,Compliant,BC-194,2023,USD,1.0
810,FND-00810,5,10,10,265,231325.06,175365.25,103293.56,72071.69,58.9,In-Kind,GRT-35546,2023-02-10,Compliant,BC-834,2022,USD,1.0
811,FND-00811,3,10,9,214,1530878.66,988871.41,921818.82,67052.59,93.2,Grant,GRT-14199,2023-05-31,Compliant,BC-207,2022,USD,1.0
812,FND-00812,3,4,9,498,795625.05,283106.94,227300.88,55806.06,80.3,Grant,GRT-60635,2024-03-30,Compliant,BC-743,2022,USD,1.0
813,FND-00813,4,5,14,317,765479.3,730730.5,428337.81,302392.69,58.6,In-Kind,GRT-30330,2023-06-10,Compliant,BC-925,2022,USD,1.0
814,FND-00814,7,4,2,464,766527.17,631456.5,336687.01,294769.49,53.3,In-Kind,GRT-21496,2024-02-29,Compliant,BC-749,2022,USD,1.0
815,FND-00815,9,5,8,624,1788842.15,1651433.05,1002244.18,649188.87,60.7,In-Kind,GRT-14321,2024-06-04,Compliant,BC-161,2023,USD,1.0
816,FND-00816,9,6,7,427,555049.82,186097.88,123644.78,62453.1,66.4,In-Kind,GRT-16897,2023-08-03,Compliant,BC-147,2022,USD,1.0
817,FND-00817,6,5,1,1043,69971.12,62692.76,52258.98,10433.78,83.4,Pooled,GRT-77622,2025-08-14,Compliant,BC-210,2024,USD,1.0
818,FND-00818,4,9,4,573,107983.42,47133.59,36357.51,10776.08,77.1,Grant,GRT-57193,2023-11-04,Compliant,BC-403,2023,USD,1.0
819,FND-00819,10,6,2,231,607691.22,480922.65,349168.12,131754.53,72.6,Grant,GRT-64478,2023-06-17,Compliant,BC-667,2022,USD,1.0
820,FND-00820,9,3,3,11,244693.84,117735.26,67196.03,50539.23,57.1,Loan,GRT-18543,2022-07-18,At Risk,BC-390,2021,USD,1.0
821,FND-00821,10,10,5,652,401512.97,270948.83,173705.87,97242.96,64.1,Pooled,GRT-20840,2024-05-10,Non-Compliant,BC-336,2023,USD,1.0
822,FND-00822,7,7,6,899,499578.74,289468.27,198561.95,90906.32,68.6,In-Kind,GRT-70177,2025-05-20,Compliant,BC-202,2023,USD,1.0
823,FND-00823,9,8,2,112,1968123.13,1192692.99,1010927.34,181765.65,84.8,Loan,GRT-97384,2023-01-03,Compliant,BC-136,2021,USD,1.0
824,FND-00824,5,6,15,844,750691.76,569564.0,516145.1,53418.9,90.6,Pooled,GRT-93174,2024-10-12,Compliant,BC-847,2023,USD,1.0
825,FND-00825,2,7,1,616,582988.44,571855.97,456027.23,115828.74,79.7,Grant,GRT-95810,2024-08-18,Compliant,BC-569,2023,USD,1.0
826,FND-00826,6,2,11,285,1909781.75,1034165.58,695566.06,338599.52,67.3,Pooled,GRT-44993,2023-08-30,Compliant,BC-179,2022,USD,1.0
827,FND-00827,6,2,10,485,447469.63,266698.51,249794.79,16903.72,93.7,Loan,GRT-27007,2024-01-16,Compliant,BC-357,2022,USD,1.0
828,FND-00828,6,7,6,886,1140902.46,812085.13,699304.23,112780.9,86.1,Grant,GRT-53864,2025-01-14,At Risk,BC-729,2023,USD,1.0
829,FND-00829,3,1,10,1040,1454580.47,1373670.13,1199281.25,174388.88,87.3,Grant,GRT-10997,2025-11-05,Compliant,BC-882,2024,USD,1.0
830,FND-00830,4,2,13,648,230723.46,195251.49,119518.37,75733.12,61.2,In-Kind,GRT-52046,2024-01-18,Compliant,BC-882,2023,USD,1.0
831,FND-00831,6,6,7,385,1592032.86,838819.47,454768.06,384051.41,54.2,Grant,GRT-37412,2023-08-04,Compliant,BC-480,2022,USD,1.0
832,FND-00832,6,7,12,576,708670.32,651898.13,457493.05,194405.08,70.2,In-Kind,GRT-44331,2024-03-09,Compliant,BC-144,2023,USD,1.0
833,FND-00833,7,6,4,910,1349380.16,1031721.65,558148.89,473572.76,54.1,Grant,GRT-57059,2025-06-20,Compliant,BC-954,2023,USD,1.0
834,FND-00834,10,3,6,826,1625120.94,575120.13,315824.83,259295.3,54.9,Pooled,GRT-77710,2024-08-29,Compliant,BC-848,2023,USD,1.0
835,FND-00835,5,8,14,219,1545171.0,921682.37,698964.7,222717.67,75.8,Grant,GRT-31411,2022-11-24,Compliant,BC-366,2022,USD,1.0
836,FND-00836,9,5,10,844,1933939.49,1761862.71,932791.56,829071.15,52.9,Loan,GRT-26793,2024-09-15,Compliant,BC-150,2023,USD,1.0
837,FND-00837,1,8,15,838,518419.21,406051.39,285146.12,120905.27,70.2,Loan,GRT-53331,2024-10-04,Compliant,BC-978,2023,USD,1.0
838,FND-00838,1,6,11,739,440613.84,228781.05,226581.47,2199.58,99.0,Loan,GRT-39181,2024-07-07,Compliant,BC-496,2023,USD,1.0
839,FND-00839,1,2,13,6,456712.66,298318.75,224836.23,73482.52,75.4,Loan,GRT-98583,2022-07-21,Compliant,BC-302,2021,USD,1.0
840,FND-00840,7,8,4,345,567768.94,475843.5,345664.82,130178.68,72.6,In-Kind,GRT-84883,2023-11-03,At Risk,BC-526,2022,USD,1.0
841,FND-00841,6,5,2,669,1841645.51,1745802.16,1225640.82,520161.34,70.2,Grant,GRT-38370,2024-09-01,At Risk,BC-603,2023,USD,1.0
842,FND-00842,2,9,1,326,581693.01,562754.14,401897.31,160856.83,71.4,In-Kind,GRT-61854,2023-09-14,Compliant,BC-560,2022,USD,1.0
843,FND-00843,10,7,13,236,1171088.67,489098.27,381902.28,107195.99,78.1,In-Kind,GRT-54391,2023-08-05,Compliant,BC-944,2022,USD,1.0
844,FND-00844,5,1,6,434,1361179.38,779289.01,531075.47,248213.54,68.1,Pooled,GRT-31867,2024-03-03,Non-Compliant,BC-923,2022,USD,1.0
845,FND-00845,5,3,12,489,766731.21,396678.23,256781.36,139896.87,64.7,In-Kind,GRT-94342,2023-11-30,Compliant,BC-798,2022,USD,1.0
846,FND-00846,2,9,13,528,1544101.16,1256409.56,1253803.88,2605.68,99.8,In-Kind,GRT-56727,2023-12-30,Compliant,BC-394,2022,USD,1.0
847,FND-00847,10,2,13,115,1729071.24,1725971.93,871380.43,854591.5,50.5,Grant,GRT-18839,2022-09-27,Compliant,BC-915,2021,USD,1.0
848,FND-00848,3,5,9,303,1357321.89,802858.34,523515.97,279342.37,65.2,In-Kind,GRT-23485,2023-08-08,Non-Compliant,BC-762,2022,USD,1.0
849,FND-00849,1,6,8,1030,623606.13,501660.99,455950.33,45710.66,90.9,In-Kind,GRT-87350,2025-09-28,Compliant,BC-173,2024,USD,1.0
850,FND-00850,2,9,8,847,1725466.71,942799.55,480238.92,462560.63,50.9,Loan,GRT-38243,2024-12-15,Compliant,BC-876,2023,USD,1.0
851,FND-00851,5,9,5,1088,214318.3,65400.11,41255.96,24144.15,63.1,Pooled,GRT-17042,2025-08-19,Compliant,BC-448,2024,USD,1.0
852,FND-00852,1,6,9,836,486696.63,331790.04,268978.34,62811.7,81.1,Loan,GRT-75673,2025-01-31,Compliant,BC-587,2023,USD,1.0
853,FND-00853,2,4,13,172,1393075.55,1381357.97,1343741.79,37616.18,97.3,Grant,GRT-22565,2023-04-24,Compliant,BC-603,2021,USD,1.0
854,FND-00854,8,4,11,896,832254.19,569309.91,508527.43,60782.48,89.3,Pooled,GRT-54802,2025-03-12,Compliant,BC-762,2023,USD,1.0
855,FND-00855,2,8,12,672,228435.3,105108.63,72011.09,33097.54,68.5,Pooled,GRT-28014,2024-06-10,Compliant,BC-204,2023,USD,1.0
856,FND-00856,3,3,6,461,145305.68,94292.43,51919.27,42373.16,55.1,In-Kind,GRT-51115,2023-09-04,Compliant,BC-330,2022,USD,1.0
857,FND-00857,1,2,3,640,1729828.61,650953.59,560291.22,90662.37,86.1,Loan,GRT-96206,2024-09-22,Compliant,BC-637,2023,USD,1.0
858,FND-00858,3,9,13,742,1919362.38,954194.76,521148.23,433046.53,54.6,Pooled,GRT-47574,2024-04-13,Compliant,BC-601,2023,USD,1.0
859,FND-00859,10,4,4,457,589931.02,256671.86,243435.34,13236.52,94.8,Loan,GRT-17775,2023-08-06,Compliant,BC-128,2022,USD,1.0
860,FND-00860,10,7,9,848,841877.15,394161.44,299258.2,94903.24,75.9,In-Kind,GRT-17634,2024-11-11,At Risk,BC-550,2023,USD,1.0
861,FND-00861,2,6,12,834,1993725.91,1479398.42,1450428.9,28969.52,98.0,In-Kind,GRT-31715,2024-07-16,Compliant,BC-986,2023,USD,1.0
862,FND-00862,8,2,13,372,684655.52,577036.35,474433.63,102602.72,82.2,In-Kind,GRT-26415,2023-04-08,Compliant,BC-464,2022,USD,1.0
863,FND-00863,6,3,4,773,1156843.31,983082.24,853149.67,129932.57,86.8,Grant,GRT-65448,2024-11-30,At Risk,BC-713,2023,USD,1.0
864,FND-00864,5,6,9,480,546880.15,311085.96,259424.76,51661.2,83.4,In-Kind,GRT-41822,2023-08-31,At Risk,BC-210,2022,USD,1.0
