distribution_sk,distribution_id,beneficiary_sk,location_sk,program_sk,time_sk,aid_type,quantity_distributed,unit_cost_usd,total_cost_usd,planned_date,actual_date,delay_days,delivery_status,transport_mode,distribution_point,staff_id,verification_method,beneficiary_confirmed,data_quality_flag,notes
182,DIST-000182,3439,2,6,513,Cash Transfer,30,100,3000,2023-05-28,2023-05-29,1,In Transit,Air,DP-18,STF-058,Voucher,1,0,
183,DIST-000183,2071,10,3,939,Winterization Kit,45,75,3375,2024-07-27,2024-08-03,7,Delayed,Handcarry,DP-18,STF-013,Voucher,1,0,
184,DIST-000184,321,12,1,419,WASH Kit,25,60,1500,2023-02-23,2023-02-27,4,Completed,Truck,DP-29,STF-040,Token,1,0,
185,DIST-000185,2702,10,8,801,Shelter Kit,8,250,2000,2024-03-11,2024-03-13,2,Completed,Handcarry,DP-13,STF-184,Biometric,1,0,
186,DIST-000186,4518,15,1,656,NFI Kit,9,85,765,2023-10-18,2023-10-28,10,Delayed,Truck,DP-38,STF-039,Voucher,1,0,
187,DIST-000187,251,15,8,424,Shelter Kit,43,250,10750,2023-02-28,2023-02-28,0,Completed,Air,DP-42,STF-132,Token,1,0,
188,DIST-000188,3361,4,1,612,NFI Kit,33,85,2805,2023-09-04,2023-09-08,4,Completed,Boat,DP-08,STF-036,List-based,1,0,
189,DIST-000189,2730,9,6,299,Education Kit,32,35,1120,2022-10-26,2022-11-06,11,Delayed,Truck,DP-25,STF-011,Voucher,0,0,
190,DIST-000190,4382,12,5,402,Winterization Kit,27,75,2025,2023-02-06,2023-02-11,5,Partial,Handcarry,DP-48,STF-025,Voucher,1,1,
191,DIST-000191,2605,10,6,837,NFI Kit,8,85,680,2024-04-16,2024-04-25,9,Completed,Boat,DP-14,STF-021,Token,1,0,
192,DIST-000192,2765,8,9,801,Winterization Kit,49,75,3675,2024-03-11,2024-03-15,4,Completed,Truck,DP-08,STF-034,Voucher,1,0,
193,DIST-000193,4514,14,4,346,WASH Kit,41,60,2460,2022-12-12,2022-12-19,7,Completed,Handcarry,DP-21,STF-177,List-based,1,1,
194,DIST-000194,2651,13,9,89,WASH Kit,17,60,1020,2022-03-30,2022-04-04,5,Completed,Truck,DP-25,STF-147,Biometric,1,0,
195,DIST-000195,4423,9,9,973,Shelter Kit,40,250,10000,2024-08-30,2024-09-12,13,Delayed,Boat,DP-01,STF-102,Biometric,1,0,
196,DIST-000196,4884,10,6,72,Shelter Kit,4,250,1000,2022-03-13,2022-03-23,10,Completed,Air,DP-07,STF-145,Biometric,1,1,
197,DIST-000197,1590,8,8,1018,Food Ration,35,45,1575,2024-10-14,2024-10-22,8,In Transit,Truck,DP-22,STF-059,Biometric,1,1,
198,DIST-000198,3174,4,4,452,Winterization Kit,29,75,2175,2023-03-28,2023-03-30,2,Completed,Handcarry,DP-38,STF-035,List-based,1,0,
199,DIST-000199,3678,12,3,208,Cash Transfer,15,100,1500,2022-07-27,2022-07-30,3,Completed,Air,DP-09,STF-180,List-based,1,0,
200,DIST-000200,3461,5,2,36,NFI Kit,32,85,2720,2022-02-05,2022-02-07,2,Completed,Truck,DP-09,STF-172,Biometric,1,0,
201,DIST-000201,2540,5,5,668,WASH Kit,1,60,60,2023-10-30,2023-11-03,4,Completed,Handcarry,DP-45,STF-019,Biometric,1,0,
202,DIST-000202,4054,2,1,1094,Cash Transfer,16,100,1600,2024-12-29,2025-01-05,7,Failed,Handcarry,DP-15,STF-004,List-based,1,0,
203,DIST-000203,1559,1,8,807,Winterization Kit,12,75,900,2024-03-17,2024-03-17,0,Completed,Air,DP-41,STF-046,List-based,1,0,
204,DIST-000204,618,2,3,42,Winterization Kit,36,75,2700,2022-02-11,2022-02-17,6,Completed,Air,DP-42,STF-194,List-based,1,0,
205,DIST-000205,268,6,6,561,Cash Transfer,11,100,1100,2023-07-15,2023-07-27,12,Delayed,Air,DP-06,STF-041,Token,0,0,
206,DIST-000206,2405,6,7,899,Education Kit,40,35,1400,2024-06-17,2024-06-25,8,In Transit,Air,DP-25,STF-062,Voucher,1,0,
207,DIST-000207,3330,9,2,579,WASH Kit,13,60,780,2023-08-02,2023-08-11,9,Completed,Truck,DP-45,STF-135,Token,1,0,
208,DIST-000208,4221,7,2,624,Winterization Kit,4,75,300,2023-09-16,2023-09-18,2,Partial,Handcarry,DP-45,STF-059,Voucher,1,0,
209,DIST-000209,731,9,4,946,Shelter Kit,45,250,11250,2024-08-03,2024-08-07,4,Partial,Air,DP-22,STF-198,Biometric,1,0,
210,DIST-000210,3367,11,4,543,Education Kit,41,35,1435,2023-06-27,2023-07-15,18,Delayed,Handcarry,DP-14,STF-039,Voucher,0,0,
211,DIST-000211,711,10,3,338,Medical Supplies,15,120,1800,2022-12-04,2022-12-04,0,Completed,Handcarry,DP-05,STF-133,Token,1,0,
212,DIST-000212,1225,7,10,733,Winterization Kit,17,75,1275,2024-01-03,2024-01-03,0,In Transit,Boat,DP-47,STF-180,Token,1,0,
213,DIST-000213,3519,7,2,344,Cash Transfer,13,100,1300,2022-12-10,2022-12-13,3,Completed,Truck,DP-10,STF-196,List-based,1,0,
214,DIST-000214,4912,3,2,803,Winterization Kit,18,75,1350,2024-03-13,2024-03-13,0,Completed,Boat,DP-47,STF-077,Biometric,1,0,
215,DIST-000215,3412,5,3,223,WASH Kit,25,60,1500,2022-08-11,2022-08-12,1,Completed,Handcarry,DP-04,STF-066,Token,1,0,
216,DIST-000216,2504,8,3,56,Winterization Kit,26,75,1950,2022-02-25,2022-02-25,0,Failed,Boat,DP-50,STF-184,Voucher,1,0,
217,DIST-000217,1719,13,9,985,Winterization Kit,19,75,1425,2024-09-11,2024-09-17,6,Completed,Air,DP-32,STF-121,Token,1,0,
218,DIST-000218,1384,15,5,361,Winterization Kit,33,75,2475,2022-12-27,2022-12-28,1,Completed,Air,DP-35,STF-171,Token,0,0,
219,DIST-000219,1185,3,9,218,Education Kit,7,35,245,2022-08-06,2022-08-15,9,Completed,Handcarry,DP-29,STF-156,List-based,1,0,
220,DIST-000220,998,7,9,77,NFI Kit,30,85,2550,2022-03-18,2022-03-19,1,Completed,Truck,DP-19,STF-010,Token,0,0,
221,DIST-000221,4270,3,6,385,Education Kit,33,35,1155,2023-01-20,2023-01-28,8,In Transit,Truck,DP-02,STF-097,Voucher,1,0,
222,DIST-000222,1592,6,7,793,Education Kit,21,35,735,2024-03-03,2024-03-05,2,Completed,Truck,DP-22,STF-068,Biometric,1,0,
223,DIST-000223,4106,1,8,1029,Education Kit,49,35,1715,2024-10-25,2024-11-01,7,Completed,Truck,DP-08,STF-108,Token,1,1,
224,DIST-000224,1582,11,4,310,Education Kit,9,35,315,2022-11-06,2022-11-06,0,Completed,Handcarry,DP-24,STF-197,Voucher,1,0,
225,DIST-000225,2712,9,10,968,Education Kit,45,35,1575,2024-08-25,2024-08-28,3,Completed,Boat,DP-19,STF-058,List-based,1,0,
226,DIST-000226,4465,5,6,40,Education Kit,15,35,525,2022-02-09,2022-02-24,15,Delayed,Boat,DP-09,STF-075,Biometric,1,0,
227,DIST-000227,719,5,6,118,Food Ration,47,45,2115,2022-04-28,2022-05-04,6,Completed,Handcarry,DP-01,STF-096,Biometric,1,0,
228,DIST-000228,4128,4,10,535,Cash Transfer,22,100,2200,2023-06-19,2023-06-29,10,In Transit,Air,DP-11,STF-040,List-based,0,0,
229,DIST-000229,4448,2,7,227,Education Kit,26,35,910,2022-08-15,2022-08-15,0,In Transit,Air,DP-35,STF-156,Voucher,1,0,
230,DIST-000230,2867,10,7,1037,Education Kit,43,35,1505,2024-11-02,2024-11-03,1,Completed,Handcarry,DP-36,STF-029,List-based,1,0,
231,DIST-000231,565,7,2,386,WASH Kit,16,60,960,2023-01-21,2023-01-24,3,Completed,Handcarry,DP-25,STF-196,List-based,1,0,
232,DIST-000232,1874,8,5,580,Food Ration,15,45,675,2023-08-03,2023-08-05,2,Completed,Handcarry,DP-30,STF-141,List-based,1,0,
233,DIST-000233,893,12,2,890,WASH Kit,23,60,1380,2024-06-08,2024-06-18,10,Completed,Truck,DP-27,STF-001,Token,1,0,
234,DIST-000234,4042,8,9,758,Education Kit,27,35,945,2024-01-28,2024-01-29,1,Completed,Handcarry,DP-35,STF-041,Token,1,0,
235,DIST-000235,1864,12,8,583,Food Ration,29,45,1305,2023-08-06,2023-08-14,8,Completed,Truck,DP-10,STF-117,Token,1,1,
236,DIST-000236,917,4,1,1017,Education Kit,40,35,1400,2024-10-13,2024-10-22,9,Partial,Boat,DP-26,STF-096,Voucher,1,0,
237,DIST-000237,2575,11,7,762,Shelter Kit,13,250,3250,2024-02-01,2024-02-07,6,Partial,Boat,DP-20,STF-058,Biometric,0,0,
238,DIST-000238,3063,2,5,561,Winterization Kit,37,75,2775,2023-07-15,2023-07-20,5,Completed,Handcarry,DP-13,STF-142,Biometric,1,0,
239,DIST-000239,3841,10,10,926,NFI Kit,34,85,2890,2024-07-14,2024-07-20,6,Completed,Truck,DP-13,STF-167,Biometric,1,1,
240,DIST-000240,3941,14,3,465,Education Kit,14,35,490,2023-04-10,2023-04-11,1,Completed,Handcarry,DP-46,STF-162,List-based,0,0,
241,DIST-000241,3800,7,9,924,Education Kit,24,35,840,2024-07-12,2024-07-18,6,Completed,Boat,DP-32,STF-028,Biometric,0,0,
242,DIST-000242,4760,5,1,465,Education Kit,7,35,245,2023-04-10,2023-04-19,9,In Transit,Handcarry,DP-50,STF-162,List-based,1,0,
243,DIST-000243,1788,6,7,995,Shelter Kit,18,250,4500,2024-09-21,2024-09-21,0,Completed,Air,DP-08,STF-009,Biometric,0,0,
244,DIST-000244,3403,7,10,374,Education Kit,31,35,1085,2023-01-09,2023-01-16,7,Completed,Air,DP-14,STF-045,Voucher,0,1,
245,DIST-000245,4625,4,2,1008,Education Kit,34,35,1190,2024-10-04,2024-10-07,3,Completed,Handcarry,DP-38,STF-129,Biometric,1,0,
246,DIST-000246,4558,7,8,92,Winterization Kit,11,75,825,2022-04-02,2022-04-03,1,Completed,Boat,DP-28,STF-150,Biometric,1,0,
247,DIST-000247,598,13,1,960,NFI Kit,40,85,3400,2024-08-17,2024-08-25,8,Partial,Air,DP-44,STF-197,List-based,1,0,
248,DIST-000248,224,5,7,783,Winterization Kit,44,75,3300,2024-02-22,2024-02-22,0,Completed,Truck,DP-28,STF-164,Token,1,1,
249,DIST-000249,411,15,4,680,Food Ration,17,45,765,2023-11-11,2023-11-18,7,Completed,Handcarry,DP-35,STF-086,Voucher,1,0,
250,DIST-000250,152,14,1,259,Education Kit,23,35,805,2022-09-16,2022-10-05,19,Delayed,Handcarry,DP-20,STF-165,Biometric,1,0,
251,DIST-000251,21,2,9,116,Medical Supplies,19,120,2280,2022-04-26,2022-04-26,0,In Transit,Handcarry,DP-47,STF-141,Token,1,0,
252,DIST-000252,3515,1,5,1024,Education Kit,34,35,1190,2024-10-20,2024-10-30,10,In Transit,Truck,DP-43,STF-184,Biometric,0,0,
253,DIST-000253,3554,2,2,291,Winterization Kit,7,75,525,2022-10-18,2022-10-18,0,Completed,Boat,DP-25,STF-179,List-based,1,1,
254,DIST-000254,4947,13,6,814,Food Ration,48,45,2160,2024-03-24,2024-03-31,7,Delayed,Handcarry,DP-43,STF-107,List-based,1,0,
255,DIST-000255,1341,13,7,865,NFI Kit,49,85,4165,2024-05-14,2024-05-14,0,In Transit,Handcarry,DP-05,STF-176,Biometric,1,0,
256,DIST-000256,201,12,6,43,Education Kit,16,35,560,2022-02-12,2022-02-24,12,Delayed,Handcarry,DP-36,STF-050,List-based,1,0,
257,DIST-000257,1192,1,9,813,Shelter Kit,45,250,11250,2024-03-23,2024-03-23,0,Completed,Handcarry,DP-37,STF-177,List-based,1,0,
258,DIST-000258,3827,13,2,584,WASH Kit,25,60,1500,2023-08-07,2023-08-13,6,Completed,Truck,DP-39,STF-102,Voucher,1,0,
259,DIST-000259,3060,10,3,483,Food Ration,8,45,360,2023-04-28,2023-05-07,9,Failed,Handcarry,DP-25,STF-022,Biometric,1,0,
260,DIST-000260,4115,7,6,210,Food Ration,36,45,1620,2022-07-29,2022-08-04,6,Completed,Handcarry,DP-44,STF-009,List-based,1,0,
261,DIST-000261,4385,14,9,460,Medical Supplies,44,120,5280,2023-04-05,2023-04-05,0,Completed,Boat,DP-22,STF-161,Biometric,0,0,
262,DIST-000262,4924,14,3,963,Cash Transfer,39,100,3900,2024-08-20,2024-08-20,0,In Transit,Boat,DP-09,STF-200,Biometric,1,1,
263,DIST-000263,2866,10,1,749,NFI Kit,31,85,2635,2024-01-19,2024-01-20,1,Completed,Handcarry,DP-26,STF-090,Token,0,1,
264,DIST-000264,1283,5,2,381,Education Kit,22,35,770,2023-01-16,2023-01-27,11,Delayed,Boat,DP-08,STF-014,Biometric,1,0,
265,DIST-000265,2168,3,3,383,NFI Kit,45,85,3825,2023-01-18,2023-01-22,4,Failed,Boat,DP-02,STF-184,Token,0,1,
266,DIST-000266,4700,14,6,176,NFI Kit,45,85,3825,2022-06-25,2022-06-25,0,Completed,Handcarry,DP-25,STF-180,List-based,0,0,
267,DIST-000267,1377,12,9,386,WASH Kit,22,60,1320,2023-01-21,2023-01-28,7,Delayed,Boat,DP-15,STF-046,Biometric,1,0,
268,DIST-000268,3093,5,6,350,Food Ration,50,45,2250,2022-12-16,2022-12-24,8,Completed,Air,DP-04,STF-135,Biometric,0,0,
269,DIST-000269,4312,9,1,926,Winterization Kit,8,75,600,2024-07-14,2024-07-17,3,Completed,Boat,DP-29,STF-051,Voucher,1,0,
270,DIST-000270,3804,15,6,122,Food Ration,48,45,2160,2022-05-02,2022-05-07,5,Completed,Boat,DP-38,STF-048,List-based,0,0,
271,DIST-000271,4713,13,8,383,NFI Kit,39,85,3315,2023-01-18,2023-01-22,4,Completed,Handcarry,DP-48,STF-148,Biometric,1,0,
272,DIST-000272,1868,15,2,294,Winterization Kit,4,75,300,2022-10-21,2022-10-27,6,Completed,Truck,DP-25,STF-126,Biometric,0,1,
273,DIST-000273,439,3,8,973,NFI Kit,10,85,850,2024-08-30,2024-09-05,6,Delayed,Truck,DP-11,STF-107,Voucher,1,0,
274,DIST-000274,1692,1,9,423,NFI Kit,2,85,170,2023-02-27,2023-03-08,9,Partial,Truck,DP-20,STF-182,Voucher,1,0,
275,DIST-000275,545,9,5,487,WASH Kit,16,60,960,2023-05-02,2023-05-12,10,In Transit,Truck,DP-46,STF-133,Voucher,1,0,
276,DIST-000276,4818,2,4,474,Winterization Kit,10,75,750,2023-04-19,2023-04-27,8,Completed,Handcarry,DP-12,STF-136,Token,0,0,
277,DIST-000277,1904,5,3,84,Winterization Kit,43,75,3225,2022-03-25,2022-03-25,0,Completed,Truck,DP-01,STF-190,Token,0,0,
278,DIST-000278,3742,3,8,577,Food Ration,39,45,1755,2023-07-31,2023-08-08,8,Failed,Boat,DP-10,STF-096,Voucher,1,0,
279,DIST-000279,558,6,5,1073,Medical Supplies,8,120,960,2024-12-08,2024-12-15,7,Partial,Boat,DP-17,STF-138,List-based,1,0,
280,DIST-000280,1397,5,5,735,Medical Supplies,14,120,1680,2024-01-05,2024-01-05,0,Completed,Air,DP-24,STF-184,List-based,1,1,
281,DIST-000281,4967,9,9,20,NFI Kit,41,85,3485,2022-01-20,2022-01-27,7,Partial,Truck,DP-01,STF-134,Token,1,0,
282,DIST-000282,4931,2,6,499,Education Kit,19,35,665,2023-05-14,2023-05-30,16,Delayed,Truck,DP-36,STF-191,Token,1,0,
283,DIST-000283,4063,5,8,694,Winterization Kit,22,75,1650,2023-11-25,2023-12-03,8,Completed,Truck,DP-48,STF-116,Token,1,0,
284,DIST-000284,4293,5,8,265,Cash Transfer,46,100,4600,2022-09-22,2022-10-02,10,Completed,Truck,DP-28,STF-039,Biometric,0,0,
285,DIST-000285,1651,7,10,584,Cash Transfer,27,100,2700,2023-08-07,2023-08-08,1,Completed,Boat,DP-44,STF-173,Biometric,0,0,
286,DIST-000286,155,12,10,236,Winterization Kit,4,75,300,2022-08-24,2022-09-05,12,Delayed,Boat,DP-08,STF-154,Token,1,0,
287,DIST-000287,3117,4,1,371,Education Kit,5,35,175,2023-01-06,2023-01-15,9,Partial,Truck,DP-08,STF-123,List-based,1,0,
288,DIST-000288,3352,3,5,656,Winterization Kit,8,75,600,2023-10-18,2023-10-18,0,Completed,Handcarry,DP-46,STF-167,List-based,0,1,
289,DIST-000289,3927,13,9,51,WASH Kit,13,60,780,2022-02-20,2022-03-02,10,Completed,Air,DP-11,STF-186,List-based,1,0,
290,DIST-000290,1932,15,2,740,Medical Supplies,15,120,1800,2024-01-10,2024-01-16,6,Completed,Boat,DP-18,STF-051,Voucher,1,0,
291,DIST-000291,2874,10,4,851,WASH Kit,8,60,480,2024-04-30,2024-05-07,7,Completed,Air,DP-43,STF-128,Token,0,0,
292,DIST-000292,4610,5,4,110,Winterization Kit,8,75,600,2022-04-20,2022-04-28,8,Completed,Boat,DP-10,STF-120,Biometric,0,0,
293,DIST-000293,2309,6,7,872,WASH Kit,24,60,1440,2024-05-21,2024-05-30,9,Delayed,Boat,DP-02,STF-053,List-based,0,0,
294,DIST-000294,2183,5,6,823,Shelter Kit,1,250,250,2024-04-02,2024-04-10,8,Completed,Boat,DP-10,STF-088,Voucher,1,0,
295,DIST-000295,45,10,4,813,Food Ration,5,45,225,2024-03-23,2024-04-02,10,Completed,Handcarry,DP-12,STF-030,Voucher,1,0,
296,DIST-000296,2899,1,1,337,Education Kit,41,35,1435,2022-12-03,2022-12-21,18,Delayed,Air,DP-43,STF-052,Token,1,0,
297,DIST-000297,3520,2,9,98,Cash Transfer,38,100,3800,2022-04-08,2022-04-11,3,Completed,Handcarry,DP-44,STF-070,Biometric,0,0,
298,DIST-000298,618,13,6,66,Shelter Kit,3,250,750,2022-03-07,2022-03-14,7,Completed,Handcarry,DP-16,STF-091,Biometric,1,0,
299,DIST-000299,2474,13,9,1050,Winterization Kit,19,75,1425,2024-11-15,2024-11-18,3,Completed,Air,DP-11,STF-135,List-based,1,0,
300,DIST-000300,3461,14,4,458,Education Kit,43,35,1505,2023-04-03,2023-04-05,2,Completed,Air,DP-22,STF-038,Biometric,0,0,
301,DIST-000301,965,15,2,275,NFI Kit,35,85,2975,2022-10-02,2022-10-05,3,Completed,Truck,DP-45,STF-083,Biometric,1,0,
302,DIST-000302,2881,10,1,176,Cash Transfer,17,100,1700,2022-06-25,2022-07-05,10,Completed,Handcarry,DP-43,STF-014,List-based,0,0,
303,DIST-000303,2094,1,10,445,Winterization Kit,37,75,2775,2023-03-21,2023-04-08,18,Delayed,Handcarry,DP-33,STF-135,List-based,1,0,
304,DIST-000304,2662,13,5,790,NFI Kit,40,85,3400,2024-02-29,2024-03-06,6,Completed,Air,DP-31,STF-054,Voucher,1,1,
305,DIST-000305,2232,4,1,86,Winterization Kit,7,75,525,2022-03-27,2022-04-02,6,Completed,Air,DP-16,STF-073,Voucher,1,0,
306,DIST-000306,4312,2,3,96,Cash Transfer,38,100,3800,2022-04-06,2022-04-06,0,Completed,Truck,DP-06,STF-035,List-based,1,0,
307,DIST-000307,4056,2,9,1030,Shelter Kit,7,250,1750,2024-10-26,2024-10-31,5,Completed,Handcarry,DP-27,STF-167,Voucher,0,0,
308,DIST-000308,1931,11,5,77,Winterization Kit,13,75,975,2022-03-18,2022-03-25,7,Partial,Boat,DP-06,STF-066,Voucher,1,1,
309,DIST-000309,3507,6,5,658,NFI Kit,9,85,765,2023-10-20,2023-10-28,8,Completed,Boat,DP-30,STF-196,Token,0,0,
310,DIST-000310,12,5,10,998,Cash Transfer,42,100,4200,2024-09-24,2024-09-25,1,Completed,Air,DP-24,STF-143,Biometric,1,0,
311,DIST-000311,2436,9,6,198,Food Ration,4,45,180,2022-07-17,2022-07-25,8,Completed,Handcarry,DP-22,STF-112,Biometric,1,0,
312,DIST-000312,4895,5,5,756,WASH Kit,25,60,1500,2024-01-26,2024-02-13,18,Delayed,Handcarry,DP-24,STF-095,Token,1,0,
313,DIST-000313,671,1,1,598,WASH Kit,9,60,540,2023-08-21,2023-08-21,0,Completed,Boat,DP-02,STF-162,Biometric,1,0,
314,DIST-000314,2215,3,10,882,NFI Kit,2,85,170,2024-05-31,2024-06-01,1,Completed,Handcarry,DP-09,STF-199,Voucher,1,0,
315,DIST-000315,1536,5,3,456,Food Ration,34,45,1530,2023-04-01,2023-04-05,4,In Transit,Truck,DP-44,STF-154,List-based,0,0,
316,DIST-000316,2366,8,4,1049,Cash Transfer,43,100,4300,2024-11-14,2024-12-02,18,Delayed,Air,DP-14,STF-011,Token,1,0,
317,DIST-000317,3197,11,4,204,Cash Transfer,33,100,3300,2022-07-23,2022-07-27,4,Completed,Handcarry,DP-33,STF-152,List-based,1,0,
318,DIST-000318,2630,15,3,745,WASH Kit,16,60,960,2024-01-15,2024-01-20,5,Partial,Boat,DP-08,STF-081,List-based,1,1,
319,DIST-000319,2367,7,1,509,Medical Supplies,36,120,4320,2023-05-24,2023-05-28,4,Completed,Air,DP-01,STF-139,List-based,0,0,
320,DIST-000320,974,14,5,873,Shelter Kit,20,250,5000,2024-05-22,2024-06-06,15,Delayed,Truck,DP-37,STF-174,Token,1,0,
321,DIST-000321,4702,6,8,1018,Food Ration,7,45,315,2024-10-14,2024-10-19,5,Completed,Truck,DP-34,STF-140,Biometric,0,0,
322,DIST-000322,2723,9,5,696,Shelter Kit,23,250,5750,2023-11-27,2023-12-02,5,Completed,Air,DP-39,STF-100,List-based,1,0,
323,DIST-000323,4116,8,7,521,Food Ration,39,45,1755,2023-06-05,2023-06-11,6,Completed,Air,DP-21,STF-014,List-based,1,0,
324,DIST-000324,248,5,5,486,NFI Kit,30,85,2550,2023-05-01,2023-05-05,4,Completed,Handcarry,DP-44,STF-014,Biometric,1,0,
325,DIST-000325,1649,1,4,696,Education Kit,37,35,1295,2023-11-27,2023-12-05,8,Completed,Air,DP-20,STF-010,Voucher,1,0,
326,DIST-000326,4675,6,5,551,Food Ration,41,45,1845,2023-07-05,2023-07-18,13,Delayed,Handcarry,DP-02,STF-102,List-based,1,1,
327,DIST-000327,3466,1,10,437,Education Kit,28,35,980,2023-03-13,2023-03-16,3,Failed,Boat,DP-39,STF-032,Token,0,0,
328,DIST-000328,4039,12,6,766,Winterization Kit,13,75,975,2024-02-05,2024-02-14,9,Partial,Truck,DP-17,STF-092,List-based,1,0,
329,DIST-000329,1581,13,4,382,Cash Transfer,39,100,3900,2023-01-17,2023-01-20,3,In Transit,Truck,DP-45,STF-040,Biometric,1,0,
330,DIST-000330,1777,11,1,241,Winterization Kit,31,75,2325,2022-08-29,2022-09-06,8,Completed,Truck,DP-03,STF-115,Token,1,0,
331,DIST-000331,89,9,8,826,Education Kit,25,35,875,2024-04-05,2024-04-13,8,In Transit,Boat,DP-13,STF-051,Biometric,0,0,
332,DIST-000332,541,4,9,438,NFI Kit,32,85,2720,2023-03-14,2023-03-18,4,Completed,Truck,DP-07,STF-069,Biometric,1,0,
333,DIST-000333,4233,5,7,472,Shelter Kit,31,250,7750,2023-04-17,2023-05-07,20,Delayed,Boat,DP-16,STF-152,List-based,1,0,
334,DIST-000334,104,6,9,365,Cash Transfer,22,100,2200,2022-12-31,2023-01-10,10,Partial,Boat,DP-34,STF-073,Token,1,0,
335,DIST-000335,1841,4,3,73,Food Ration,11,45,495,2022-03-14,2022-03-23,9,Completed,Air,DP-25,STF-169,Token,1,0,
336,DIST-000336,2907,4,9,1006,WASH Kit,45,60,2700,2024-10-02,2024-10-07,5,Completed,Truck,DP-23,STF-025,Biometric,0,0,
337,DIST-000337,2465,15,2,772,NFI Kit,25,85,2125,2024-02-11,2024-02-13,2,Partial,Boat,DP-20,STF-059,Token,0,0,
338,DIST-000338,736,14,5,7,Cash Transfer,2,100,200,2022-01-07,2022-01-07,0,Completed,Air,DP-42,STF-101,List-based,1,0,
339,DIST-000339,3905,11,10,659,Shelter Kit,34,250,8500,2023-10-21,2023-10-27,6,Completed,Boat,DP-09,STF-096,Voucher,0,0,
340,DIST-000340,4001,2,8,440,Cash Transfer,1,100,100,2023-03-16,2023-03-19,3,Completed,Handcarry,DP-12,STF-092,Token,1,0,
341,DIST-000341,2109,8,4,427,Medical Supplies,20,120,2400,2023-03-03,2023-03-12,9,Completed,Truck,DP-40,STF-016,Biometric,1,1,
342,DIST-000342,182,5,3,346,Cash Transfer,9,100,900,2022-12-12,2022-12-18,6,Completed,Truck,DP-25,STF-102,Voucher,1,0,
343,DIST-000343,4457,13,8,759,Winterization Kit,19,75,1425,2024-01-29,2024-01-30,1,Completed,Air,DP-47,STF-129,List-based,1,0,
344,DIST-000344,3984,12,3,992,Shelter Kit,50,250,12500,2024-09-18,2024-09-28,10,Failed,Air,DP-05,STF-182,List-based,1,0,
345,DIST-000345,4564,14,8,589,Cash Transfer,13,100,1300,2023-08-12,2023-08-13,1,Completed,Handcarry,DP-05,STF-162,Token,1,0,
346,DIST-000346,4910,11,10,1032,Cash Transfer,41,100,4100,2024-10-28,2024-10-31,3,Completed,Air,DP-29,STF-153,List-based,1,0,
347,DIST-000347,3815,1,10,705,Medical Supplies,49,120,5880,2023-12-06,2023-12-06,0,Completed,Handcarry,DP-03,STF-057,Voucher,1,0,
348,DIST-000348,4066,12,3,738,Food Ration,19,45,855,2024-01-08,2024-01-19,11,Delayed,Boat,DP-20,STF-079,Token,1,0,
349,DIST-000349,3940,7,5,604,Shelter Kit,37,250,9250,2023-08-27,2023-09-01,5,Completed,Truck,DP-16,STF-026,Biometric,1,0,
350,DIST-000350,607,3,3,763,Cash Transfer,23,100,2300,2024-02-02,2024-02-11,9,Failed,Boat,DP-35,STF-137,Biometric,1,0,
351,DIST-000351,272,7,7,1079,NFI Kit,15,85,1275,2024-12-14,2024-12-19,5,Completed,Truck,DP-05,STF-064,List-based,1,0,
352,DIST-000352,2963,10,5,542,Winterization Kit,2,75,150,2023-06-26,2023-07-03,7,Completed,Handcarry,DP-35,STF-169,Biometric,1,0,
353,DIST-000353,1298,13,4,178,Shelter Kit,31,250,7750,2022-06-27,2022-07-04,7,Completed,Air,DP-04,STF-131,Biometric,1,0,
354,DIST-000354,2934,4,8,370,Winterization Kit,18,75,1350,2023-01-05,2023-01-17,12,Delayed,Boat,DP-42,STF-032,Token,1,0,
355,DIST-000355,3330,1,2,397,WASH Kit,45,60,2700,2023-02-01,2023-02-09,8,In Transit,Handcarry,DP-26,STF-095,Token,1,1,
356,DIST-000356,603,12,10,761,Education Kit,26,35,910,2024-01-31,2024-02-05,5,In Transit,Boat,DP-41,STF-173,Biometric,0,0,
357,DIST-000357,628,5,3,793,Medical Supplies,28,120,3360,2024-03-03,2024-03-04,1,Completed,Handcarry,DP-06,STF-078,Token,1,0,
358,DIST-000358,4976,14,3,356,Shelter Kit,22,250,5500,2022-12-22,2022-12-23,1,Completed,Handcarry,DP-46,STF-082,Biometric,0,0,
359,DIST-000359,4483,15,2,596,Food Ration,22,45,990,2023-08-19,2023-08-19,0,Completed,Truck,DP-34,STF-084,Voucher,1,0,
360,DIST-000360,156,13,3,560,Winterization Kit,49,75,3675,2023-07-14,2023-07-21,7,Delayed,Truck,DP-41,STF-158,Token,0,0,
361,DIST-000361,863,4,2,164,Winterization Kit,2,75,150,2022-06-13,2022-06-23,10,In Transit,Handcarry,DP-34,STF-190,Biometric,1,0,
362,DIST-000362,987,12,10,535,Education Kit,32,35,1120,2023-06-19,2023-06-24,5,Completed,Handcarry,DP-31,STF-013,Token,0,0,
363,DIST-000363,3486,6,2,1096,NFI Kit,2,85,170,2024-12-31,2025-01-08,8,Completed,Boat,DP-10,STF-168,List-based,0,0,
364,DIST-000364,2363,2,6,124,Cash Transfer,43,100,4300,2022-05-04,2022-05-04,0,Completed,Handcarry,DP-33,STF-150,List-based,1,0,
